text,disease
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, back pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, weakness, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, back pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
The patient presents with cough and sharp abdominal pain.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
The patient presents with sharp chest pain and hurts to breath.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, and weakness.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, weakness, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, back pain, and hurts to breath.",pleural effusion
"The patient presents with cough, back pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, back pain, side pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, weakness, and side pain.",pleural effusion
"The patient presents with shortness of breath, cough, weakness, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, side pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, and weakness.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, and weakness.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with cough, back pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
